Clothing ID,Age Group,clean_review,Recommended IND
985,Middle Age,great silhouette redblack plaid perfect fall look great black bottom jean reason gave instead star outer shell fabric plaid rayon twill little bit lightweight silhouette bagging little around zipper pocket hoping quality hold bought jacket heavier weight camoflage printed tencel spring brand jacket perfect crop length right short way cut longer back really paint beautiful silhouette larger frame typically broad shoulder larger bust jacket loose fitting roomy could probably gone large really happy layer underneath super roomy comfy quality jacket great staple year come hunt replacement cargo jacket year thought one going ordered right away got retailer coat always seem run small busty sometimes fitted style wont even close without big gap case jacket run really big look like could xxxlbut design great zipper button closure pocket cute back cutthe color slightly jacket great ive gone season trying find one perfect little olive green jacket one win color nice saturated fabric soft drapey still flattering shape slightly relaxed think creates easy look ive already worn dress finish many look closet yea lb took medium jacket fit great got medium lb nice light weight jacket great lightweight jacket really like olive color go many thing worn dress skirt mainly wear antipant person downside price nice stylish jacket sure warrant high price tag also doesnt look great buttoned worn open recommend though confused little disappointed tight shoulder big around weird chestbreasts shouldnt look baggy please sanctuary make petite version maybe solve issue otherwise jacket soft relaxed distracting collar price point bit indulgent combined issue know maybe ill try light weight jacket perfect layering piece short enough right accessory dress skirt without getting sloppy look versatile also great long tee skinny jean well made fold cuff back classic look looking nice vest vest nice enough comfortable soft cut also flattering didnt think special wanted look like many option decided pas fit lb like way vest look flattering color nice like picture got orange one got size happy fit keep mind material soft thin good summer expected material firm something worn cooler windier day also vest close would prefer vest zipper button need fun cute summer accesso another sanctuary vest similar one decided needed snag one moss green pretty extremely versatile month pregnant fun vest wear tank necklace see piece working season color would available would grabbed especially sale price cant beat downside vest compared medium sanctuary vest one lb fit surprisingly well sleeve rolled arrived didnt noticed long wrinkled appearance look fun casual big drawback interior seam poke scratch skin wore halter top even tee irritating one spot despite love enough keep bought mom love got small almost wish gotten xsmall super comfy appropriate work initially bought red blue sweater medium usually wear large medium fit perfectly still bit baggy tall love length sleeve unrolled versatile piece sleeve rolled fold collar red sight navy blue sweater either look nice loved much bought black brown version also fabric doesnt feel thick insulating sweater jacket beautiful picture doesnt justice work well tank underneath skirt knee length dress wore boot received many compliment classy loose fitting style jacket like jacket oversized get regular size prefer slightly loose baggy fit like product photo size noted another reviewer sleeve incredibly long would say typical size unless like oversized fit likely sized jacket shame quality great windowpane print beautiful sadly sized cozy well made problem lie unavoidable exposure inside poncho look unfinished inside lined hue stripe continued material draped look piece would gorgeous unfortunately faded backside pattern glimpse model left hand viewable large arm hole impossible hide disrupts effortless fluid feel poncho coat soft flattering design good quality comfortable usually wear small got fit well anything little snug across shoulder reach forward plan wearing heavier layer underneath size bought weekend size usually small jacket went retailer style last year ive missed finally able buy sold well worth price point think versatile jacket sizing reference lb love jacket cant get enough side pocket well buttonedpockets love cinched waist option fitted look,0.95
985,Senior,jacket wellmade smart looking gave boost needed today difficult meeting thank retailer unique twist traditional cargo jacket swing styling jacket cutenot full still get nice silhouette front swing back fresh take staple goto piece closet quality material tailoring jacket wonderful reviewer commented run large exchanging size cant wait get wear great little summer jacket take place jean jacket usually fond olive green bit deeper drab olive without green sooo soft comfortable find pairing sort outfit fit tt going look model fitted highly recommend timeless piece bought small medium seem right small tad tight shoulder arm medium feel bit baggy soft hang nicely need figure wear enough justify price came mail today wasnt sure size ordered tried small first fit perfect never tried medium fyi lb chest jacket keeper soft comfortable love olive go everything super casual dressier depending upon youre wearing also like collarless better allows wrapped scarf use jacket lot ordered instead large didnt even come close able button front find sanctuary run small beautiful soft green color fabric soft cropped waist decided return instead reorder little jacket soft perfectly lightweight color go everything money wanted spend glad took chance ordered online exactly looking great little find soft color blend everything great way get week summer sleeveless dress ease fall great shirt pant wellthe collar flattering neckline also look great shirt really worn year round usually wear size six top girl large medium perfect fit billowing back worth price become absolutely love shawljacket usually use outerwear perfect piece weather day new england cold winter wear warm enough without jacket blackbrown work great whatever youre wearing versatile love pocket love sweaterjacket fit good color right bright boring shawl color take wee bit adjusting worth extra minute also hood built shawl use seen cool worn couple time always get compliment love easy wear true size slight texture make cozy loved look wool well made problem literally would better bed blanket body blanket coat overwhelmed didnt look good lb shrinking violet heavy fabric normally vest person however saw try awesome sale pound small fit perfectly love linen know pain wrinkle nice crisp clean feel vest wonderful fit nice size work bathing suit cover using linen pant skirt everyone asked get thati think theyre gone arent grab must woman closet jacket cute comfy usually small medium retailer top however jacket tend wear smallliking fitted look jacket also purchased small plenty room might even worn anyway material great well made wonderful pocketsi super comfy maybe little warm summer night cuffed sleeveshad issue length couldnt happier purchase happy mother day really lovely jacket silky soft fabric pretty color quality construction throughout sad run small especially arm across chest returning looking green jacket hood like one thrilled find found fit true size pound bought usual size retailer jacket love material way hang casually,0.9444444444444444
986,Young Adult,beautiful fabric unfortunately return one wear pill side fabric delicate sad return kimono absolutely wonderful originally purchased upcoming beach vacation also found great piece wardrobe hot cold weather go pretty much everything highly recommend color design stunning person onesize kimono billowy flowing fitted plan wear pair black short also black legging love idea layering short similar kimono wear bating suit coverup long kimono short look fresh modern give option coverage want also really pop simple black legging black top light,0.6666666666666666
986,Middle Age,fabric thin think entire garment might actually fit normalsized letter envelope problem going garment seethrough fact super thin fabric silky cottoney suspect get stuck back shirtpants wearing drape nicely wonder tiny weight could sewn bottom hem keep laying properly however sucker pre love kimono design bohemian great layering piece belted simple black dress layered jean boot almost didnt purchase review concerned fragile material didnt find issue felt garment great piece fall feel love piece color gorgeous received many compliment lifted mood wearing sadly end first wear run front middle second wear light fabric got caught something hole developed upon inspection found another hole top price tag must attached also noticed pilling first wear sad recreate heavy fabric read review thought would remove label asap prevent snag since loved item however item came unrepairable hole snag either neck front sleeve force return item asap didnt even try sad still love retailer generally dont write bad review real discrepancy quality kimono cost design color great fabric ripping kimono rack store manufacturer tag back neck material thin small hole beginning throughout garment shop retailer time item clothing absolutely love look style piece perfect summer evening complaint feel maybe bit delicate fabric quite lightweight may easy tear taking special care hoping keep looking great season love retailer kimono saw pattern unfortunately bought tag already showing hole gave went wear first time already huge snag love retailer worth money super cute color vibrant thin enough wear tank summer already hole forming upper back shoulder guess material little thin little much money something get hole easily color kimono amazing really loved however noticed delicateness material delicate part starting fray including next kimono label sad beautiful piece paired multiple way color rich classy super cute complaint fun print light weight soft material perfect summer night make outfit much special beautiful kimono isnt made well one received already couple small hole pull thread noticeable reading additional reviewer wore hour already pilling going back good shame ive eyeing month finally bit bullet happy sold love afraid couldnt pull petite dont think matter feel light airy cant wait wear pool beach well white tank top jean short great piece thing didnt like wish little bit shorter otherwise great throw pant add bit color springsummerness outfit love kimono soft beautiful delicate flowy like picture give outfit beautiful addition really beautiful kimono soft flattering well eye catching dressed absolutely recommend review love kimono fit great gorgeous excited kimono thought color would lovely looking unique wrapvestkimono ordered online expecting dazzled sadly arrived fell short measure color flat fabric felt cheap construction scream felt like something would find college importhead shop back went ended buying silves wrap love bought kimono couple week agoand think ive worn six time already kimono stunning light airy color absolutely gorgeous print unique bold ive worn black dresswith legging white tankwith denim every color top option endless beauty downside kimono airy oversized armhole easily get hooked thing ripped thankfully right,0.6190476190476191
986,Senior,fell apart wearing price hold better delicate good part closet filled retailer clothes mix basic scarf jewelry immediately thought dozen way kimono could jazz anything skinny jean slip dress even though felt pretty pricey arrived disappointed cheapness fabric nothing intended clothes going back asap snagged first day wore wedding ring delicate cant wear kid pull much night wrap guess kimono cocoon there huge difference also made well kimono gorgeous ive gotten many compliment look good tshirt jean something dressier love even kimono work light weight length amount fabric overwhelming dressy casual others noted love kimono versatile one size might bit volumnous people several retailer kimono prettiest color rich beautiful person cant wait pair jean short summer,0.625
988,Young Adult,print skirt fun love styled model could see versatile decided keep mainly pricey afraid itll get easily damaged would wear think worried sitting dirty chair spilling something lap really visible upkeep dry cleaning fabric nice good quality honestly skirt cheaper fabric cotton skirt sure disappointing thing ive ever ordered retailer look like white skirt little stiffness look deceiving weird checkered patten shape skirt also weird stitching line one thing didnt like skirt creamish color even cute flamingo make keep skirt going back reference lb hourglass figure bought petite instead usual wanted bit shorter aline design skirt fit perfectly waistband stretchy like rest skirt quality great design color skirt actually much darker red picture like dark red wine super aline flattering layer individual piece fabric skirt beautiful different wasnt flattering due side pocket back pleat great skirt love design fabric,0.25
988,Middle Age,opened package loved skirt immediately held waist tiny usually size sometimes size retailer lb would needed least extra inch waist band close zipperi wonder british size something closer really disappointed pattern cute little subtle photo problem skirt pretty sure wrinkle two second button front lining behind mean sit wearing skirt doesnt lay quite right gap see whatever underneath button like two inch apart tiny little gap thanks also skirt fir true size wasnt tight gappy dont size one reviewer recommended youll wind trying exchange color beautiful front panel lot texture great find eyeing skirt quite time went sale took plunge hover size though lately unfortunately usually haha fit true size perfect silhouette say midi length seen model near petite girl length might tricky fine liked slightly longer length made even elegant quality superb missing thread,0.75
988,Senior,skirt gorgeous sturdy well constructed afraid midi length would look frumpy beautiful nice lining flare pretty line pull tab belt around waist cinch bit normally bought bit big belt helped wore bridal shower got many compliment love color fall feel good perfect work size seems run little large overall work really well work night perfect love item clothing able justify purchase knowing unlike piece closet skirt definitely fit desirethe material look almost like color felted onto dark background creating wearable art piece vibrant color material somewhat stiff maintains structure needed wear size sometimes sometimes waist measurement skirt sits smallest part skirt absolutely lovely usually perfect size retailer clothes curvy bottom skirt pull slightly sizing cant wait get new size absolutely loved pattern color skirt cut wasnt odd side skirt wing distracting unflattering look stiff feltlike quality material make matter worse respect model photo accurate also run large one full size absolutely gorgeous shirt quality outstanding problem small usually perfect size zip returning size wont regret buying,0.8333333333333334
990,Middle Age,skirt perfect pull lay nice smooth fabric soft right thickness stretch wore black tights knee high boot new year eve many compliment run tad big small fit great although tad larger would expected assume might srink wash little anyway new favorite skirt stunning red vibrant staple wardrobe year come dressed love didnt like price tag got good price sale splurged skirt hug curve nicest flattering way without feeling like hold belly cute ruched design soft make easily dressed plan wear bright flat upcoming trip perfect white tennies casual everyday love love print length cut tie waist hang weird way seemed like would stretch sag sad return,0.75
990,Senior,back zip skirt therefore lay flat would zip instead elastic waist nice quality never would purchased skirt knew elastic waist size run bit large think due elastic waste picture skirt justice gorgeous however waist small sequin dug waist making think medieval torture device unfortunately largest size cant size length perfect came right knee love skirt much considering liposuction really cute comfy casual skirt looking forward travelling skirt running around summer size one size highly recommend get lot wear,0.6666666666666666
991,Young Adult,maybe didnt read description correctly surprised skirt two front slit thighlevel rather one shown photo gorgeous silk pattern vivid pleat classy giving right balance form flow however sat little coverage mean wouldnt wear much considered taking tailor much effort however beautifully crafted youre looking som,1.0
991,Middle Age,loved fit color style fabric seemed thin cheap worried would tear easily getting returned skirt totally see unless wear slip even though built slip still see problem slip made super thin polyester material outside skirt wasnt see would keep looked beautiful online skirt isnt silk strip fabric different fiber content level containing level polyester part skirt felt like plastic touch one strip prominent gold sheen look cheap overall disappointing beautiful silk skirt appears online definite return wouldnt even recommend first second cut,0.0
991,Senior,special skirt beautiful great quality got sale still expensive still worth wearing year saw skirt online loved vibrant color pattern style look even prettier person material light soft skirt fully lined dont worry seethrough also skirt good length wont drag floor happy purchase recommend,1.0
992,Young Adult,adorable wellmade skirt lined slimming size run bit snug around waist however worth match many long short sleeve top,1.0
992,Middle Age,usually wear size needed large skirt flow beautifully beautiful pattern color sits high run small normally size got small zipped way snug side skirt sits high fabric coming bit awkward shame really beautiful look great model probably shes wearing belt hide high ride flare love asymmetrical hem waist fit snugly perfectly tie two spot hidden zipper well little stiff fabric classic color decided keep didnt feel like could wear year round cant petite great lb love skirt beautiful fabric lined look great tailored jean jacket pilcro window pain patterned retailer cartonnier jacket chose size though little snug waist fit better size lb inch curvy small waist curvy hip tush cut perfect shape love asymmetrical design skirt partial zip fabric attachment underneath hidden button love edgy look agree reviewer said much hardware really lot going usually wear skirt based review went one size still saw way near chest think even would small sooooo tiny waist probably buy size size also skirt flare super wide side doesnt sit way photo maybe model holding hand like skirt tried store soon saw ease modern look obsession stripe wrap skirt retailer time although sizing quite erratic last couple year picked ensure easy fit surprised find buckle cute detail button zip easy skirt also strap buttoned believe keep flyi easily paired nice tip work feel great wear day review really pleased skirt lightness fabric nice color matched photo initially concerned might stiff uncomfortable feel like bit stretch offer good movement sometimes retailer skirt seem run small fit perfectly regularl size revieved skirt like lot size petite ordered regular length long tried inch heel still inch dragging floor need hemmed picture stitching around flower appear white actuallly shiny delicate gold thread person hopefulluy fray wear initially got white top work think red navy printcolor combination really pretty think little muted compared picture still pretty definitely longer expected almost touch floor definitely need wear heel color actually work fall boot spring heeled sandal actually shorter underskirt there accidental show really like dark blue wrap extra fabric top sits waist help hide imp love skirt wasnt sure mix back pattern front work great work less conservative place dinner quality great skirt fine silk ant lined dont need slip think fit perfectly body type run big compared typical retailer sizing true size compared store petite size anyway normally petite waist hip beautiful skirt run small usually wear size could get side zipper closedat love skirt run little small ordered extra small tight waist still work received compliment skirt maybe anything owned ive stopped grocery store people telling much like also work kid love well,0.8571428571428571
992,Senior,lovely skirt glad found medium sold said expected medium run small squeeze tried evening case nice fit might even fitted small think size remaining skirt spain inspired flamenco love say youd need bit height wear skirt due length back tall enough review beautiful print sized looked like high waist waist come almost bra line unfortunately there huge amount fabric swallowed slimming felt like wearing curtain loved slit photo due amount fabric werent visible short literally pooled ground inch youre tall thin beauty beautiful color saw skirt retailer several month ago caught eye pricey waited went sale pounced unfortunately ordered size enroute happened stop local store today decided try ended getting size ill return size arrives think run tt ive lost alot weight recently color vibrant nice weight stretch fabric usually wear ordered two skirt time skirt fit perfectly one like size disappointed really liked idea,0.8333333333333334
993,Young Adult,tried worked perfecto tiny bit room tuck shirt love skirt definitely tight side stretchy material went six liked way hugged curve hourglass shape sometimes problem finding pencil skirt either fit hip big waitband way around one fit great throughout slimming front flattering back also worried tucked anything skirt would weird received skirt today absolutely thrilled short curvy lady feel comfortable fuller skirt poofy one lie perfectly make hip look wide color soft feminine also suit style may seem like springtime skirt start wearing tights sweater right away title suggests skeptical scared pencil skirt slim shorter side dramatic hip ive always testy relationship clothing exaggerates obsessed uniquely designed skirt thought try pleased fit great tight allows little room lady hip wish zipper went little shimmying little run little large lb ordered medium probably could gone small still tie waste work love length print cant wait wear fall jean jacket ive eyeing piece gave sale admittedly first drawn away read pull style always seemed cheap however worked favor since small tad big draw string helped cinch store currently didnt skirt shown model seems like itll great transitional piece autumn winter tried fitting room paired cardigan waiting skirt sale fell love style print website however receiving mail disappointed find cut wrong body type size hourglassathletic big made look like shape would cute girl hipsbooty unflattering hourglass figure,0.8571428571428571
993,Middle Age,wanted casual denim colored skirt warmer weather without denim weight skirt fit need perfectly lb fit true size hitting inch knee modest length daytime definitely need slip underneath raw edge subtle hanging thread unique cant speak lack colorfastness washed separately mindful possibility review back waist bunch tiny bit get bigger long love skirt flattering cute itchy even title say wool ordered length pretty much pictured knee front waist snug bigger would fall hip hence long comment earlier lb waist short leg dont usually solid size occasionally size wool light weird texture isnt scratchy liked skirt styled storelooks better photo online skirt stretchy nice soft thickish fabric pattern also cute ordered fit right length pretty much pictured slightly knee opening front also shown bit wide slit shaped like thin arc overall still recommended rusn pretty true size lb waist love skirt already many outfit planned feel run slight large maybe half size lb usually wear ordered small fairly loose like personally want tighter pencil look size love skirt stylish comfortable lady dont afraid wearing pattern bottom flattering slimming wear black wrap sweater black cotton casual jacket review even following care label exactly shrunk inch length overall diameter return since tall looked like workinappropriate mini first wash dress beautiful dark color make elegant tried different top white silver light blue etc look nice dress wear casually formallydepending kind top wear got planning wear wedding dressed gala event white sleeveless top award ceremony ive definitely gotten mileage like review said long able easily trim excess fabric bottom work perfect wedge love love skirt many reason one isnt circle skirt per good hip heavy dont need extra volume hip called circle skirt description state aline based willing risk also tend stay away knee dress skirt length personal preference although ordered regular size extra length exactly knee perfect ordered skirt excited first saw photo doesnt really color justice contrast bright color make skirt one kind returned item however tried pattern wrong place emphasized thigh pearshaped lady side profile thigh skirt horrible skirt beautiful style cut pattern surprised sale great price medium sweater knit clingy slight flair look great boot skirt fit body con comfortable tight fit consider sizing overall design beautiful fabric heavy hide bump plan ordering one size hoping waist big love love love skirt flattering waist ordered size based previous review yes snug hip think stretch bit wear however imagine curvy lady may want size sadly blessed much way curve material thick skirt lined print beautiful one skirt happy pay full price rather risk missing loved skirt slightly small realize pocket always drawback dressesskirts hour glass frame extra fabric pocket poofy opinion beautiful color high quality fabric didnt look cute pic online color blocking kind odd actually returning skirt show piece design beautiful fit flattering different body type got usual size even though smaller waist larger hip thigh skirt look cute splitback buttondown cloth stone regret buying piece review got issue whatsoever love color one heavenly feel know cashmere soft cozy love understated color plan wear neutralcreme sweater perfect take fall winter love skirt color softness little disappointed though skirt shrunk quite significantly cold water hand wash second time wearing dont know material followed instruction washing going keep skirt love much hope might stretch little wear back normal size despite shrinkage highly recommend picture doesnt skirt justice paired creme colored cashmere cowlneck sweater silver jeweled belt really pretty flattering skirt soft warm look gorgeous middi boot ankle boot color beautiful length perfect take spring skirt beautiful fabric gorgeouswith perfect amount shine luxury life skirt well made follows body line perfect way ori better say fit perfectly first ten minute wearing unfortunately stretched full size generally lost shape skirt two size large really wearable anymore skirt run little large waist smaller hip able order small fit perfectly length hit right spot need hemming yet wear skirt anticipate great piece transition summer fall easy switch shirt shoe cant wait get lot use one great maxi skirt flow walk see wearing year round still pretty long would gotten petite available usually wear pant medium skirt perfect may want size unless bigger hip usually fan drawstring waist one doesnt add bulk like overall great skirt review wanted skirt work love design way way long small inch floor step skirt walk found experience odering moon lake maxi skirt easy received skirt timely manner happy purchase think really love skirt comfortable lovely sheerness bit weird long drop waist comfortable still manages flattering think great piece transitioning fall winter season wear short sleeve sweater soon happy purchase lining stop mid thigh skirt long make product look cheap wearing love color fabric fit cant get past less quality feature returning review skirt worth every penny appears slightly different pictured term color creamblue gray making versatile crochet work beautiful cream bright show every dirt mark cream coordinate perfectly leather color classic elegant design could paired silk type even cashmere sweater cooler month come tt mostly usually six fit perfectly,0.8285714285714286
993,Senior,skirt unique fun pattern fit absolutely perfect figure flattering without tight revealing cant wait wear holiday dinner retailer greatest pencil skirt usually get every year pattern one make eye catching blue bird green tan background black white flower tree pattern versatile wear many colored top bought large didnt medium store bit loose waist comfortable rest fit nice slim usually jean skirt gorgeous picture doesnt justice several layer mesh skirt long love glad found size great price highly recommended eyeing skirt website pleasantly surprised find one hanging sale rack local store couldnt leave behind silver embroidery lovely flowinng weight tulle layer make beautiful skirt skim floor heel cant wait wear love skirt easy wear flattering look better person saw store bought looked online didnt realize skirt skirt comfy sexy one even wore airport pair boot sweatersuper comfortable still looked nice great purchase skirt inch longer model photo ordered petite length actually work bit tummy ordered size fit great really love color many top skirt easy vary look perfect pencil skirt pattern flawless top shown online outrageously expensive paired lace turquoise top retailer store also wear wine colored top would wear black lose stunning color love fall color skirt perfect maeve consistently nail pencil skirt always know exactly fabric fit expect flawless fabric soft lined stretch feel close wearing sweat skirt color beautiful say person color bit deeper richer show model photo length model got usual issue beauty lot different colored top found skirt ran small size usually wear maybe meant worn really tight fabric seems contain lot spandex really like longer length feel like good sturdy fabric havent washed yet hoping doesnt fade shrink tall lb normally size sized size skirt fit fine waist snug across hip fabric heavy weight agree zipper longer length bit long dowdy pencil skirt straight taper like pencil skirt normally would kept fit curvier figure skirt fit like glove must get matching top orange jacket make whole outfit high fashion fun chic full figured imlove fit cozy sweater skirt pretty theyre really soft easy comfortable look together really love gorgeous outfit borderline smallmedium kept size small trying color pictured good quality lined zipper back make look updated ordered usual size small petite size fit perfectly foot lb hourglass figure high hope hip short heavy leg skirt emphasized flaw youve got great leg well short skirt fact less tailored look make better suited younger gal youre fence give try skirt big returned like well enough reorder quality seems average complaint lining seems short skirt maxi slip lining mini first thing husband said needed slip didnt think one could see skirt knee lightweight fabric could worn year around depending leg wear worn versatile piece ordered size large big couldnt tell would look smaller size waist cinched there much fabric hip slimming floral pattern beautiful light blue lavender flower generic enough match variety color top long frame slip fall knee sheer decided try smaller size recommend going one even two size soon saw skirt love like fit comfortable love detail crocheted part skirt cant wait wear recommend item,0.9375
994,Young Adult,reviewer stated skirt run bit large long however nothing tailor cant fix plan getting taken fit higher waist make smaller hit closer knee rather midcalf elegance skirt dressed depending topshoes pair feel well made coloring much better person picture skirt cute highly recommend super easy dress dress isnt shown well picture really intricate pretty detailed stitching throughout skirt gotten many compliment random people even stopped tell much like find run little small recommend buying size also youre taller like little short back overall great buy,1.0
994,Middle Age,skirt caught eye immediately love beautiful pattern color currently pairing charcoal grey top work well slight concern material little poofy still love definitely recommend standout piece review lovely assemblage print look great motion waistband run touch large youre size maybe size loved skirt rack lined super scratchy worn could barely wear length took try sad gorgeous skirt understand pencil skirt gon body hugging however really seem run small tried sale promotion thought pro great design match lot thing soft comfortable overall due part modal lot stretch dry cleaning hand wash plus thicker knit breathable issue seethrough,0.8
994,Senior,review super excited get skirt unfortunately thought would color much different pictured bronze threading black picture gray real life material isnt great easier thought would thicker instead pretty thin wrinkle easy design cute flattering shape material poor give good rating wouldnt say itchy like,0.5
995,Young Adult,skirt amazing right amount sparkle right amount shape bought size six really switch depending six fit perfectly also bought regular length even though could probably considered petite ended perfect skirt lovely person enough wow wear thing simple tee still look amazing wore party black high neck tank got skirt mail absolutely delighted ordered normal size one size taking tip reviewer whod found snug usual retailer size fit beautifully narrow hip though maybe snug curvaceous figure fabric soft supple ive already tried skirt several widely varying shoe style confirm versatility look feminine heeled sandal pictur,1.0
995,Middle Age,skirt short ordered usual petite short longest part ended ankle thats quite foot tall wore pretty low hip also flare awkwardly knee vertical seems exacerbate jagged appearance hem drawn edgy style shown photo person look like year old cut skirt plus fabricwhile thick beautiful stretchyhas review material soft look like model exception get little wrinkly hem turn corner like already worn time look like wearing cargo short really unflattering avoid buying skirt interesting skirt fabric comfortable breathable flowy eyecatching pattern one would say love although like lighter color pattern pink offwhite fine surprise little overall kept comfort liked enough sale price paid love tracy reese find retailer first day wearing skirt already received number compliment typical material would buy clothing wise really comfortable clingy thought may appreciate built slip extra substance well skirt true size comfortable color beautiful deep glad snagged sale great piece dress depending going love get skirt much better person picture fit true size perfect drape lined clingy perfect every way decent price point think sell outgrab size con think might bit long petite size maybe make petite review dont think photo skirt justice flattering fit kind skirt youll wear summer loved skirt material fun love pattern unfortunately didnt size needed back store fell love skirt saw display store order xspetite seemed like perfect lightweight summer skirt would everything arrived today bit underwhelmed way actually fit kind thick linencottony material didnt lay well bunching side way didnt find flattering star print whimsy charm star actual fit ala going weigh around medium fit perfectly hit knee cap cottonlinen prone wrinkle thought would double lined made quality fabric thicker still much breathable see hold kansa city degree summer far mids fine definitely recommend skirt thing skirt missing pocket bought skirt usual xx petite waist way small could even pull skirt way returned love fabric heavier denim nice stretch tall appreciate length size run bit large usually perfect love brand fit perfect typically retailer skirt exception medium heavy weight soft denim darker denim shade wide aline cut pocket distinct give skirt character pretty long full looking inch height purchased sale plus promo happy able receive became sold style size hem wide stitch hem give nice look look forwar ordered usual skirt seemed little long might also fit higher waist hung little sense prefer higher waisted skirt size lb waist cut nice flare one received folded could see fold didnt skirt justice top layer almost white skirt pink nice contrast appliqu pretty short skirt flare way much resembling style poodle skirt model photo arm strategically placed thus pushing back excess fabric toward back making look streamline skirt long leggy type could easily rock went retailer store look outfit wedding tried lot dress staff super helpful pulling item making recommendation trying pull browsed store found skirt wasnt size tried anyway paired several different top recommended staff skirt look great every topblack cream white long sleeve sleeve short sleeve thought get versat love sweater skirt tracy reese huge fan tracy reese clothing skirt doesnt disappoint super comfortable color skirt amazing many different color pull see dressing dressing flat boot denim jacket felt fit tt usually wear small retailer skirt arent numeric size got one small ordered skirt usual arrived looked tiny almost impossible get ended returning medium fit perfectly work appropriate measurement recommendation would size two size skirt comfortable pictured also ran tt tall weigh lb medium didnt need size large put skirt normal body look like wearing easter egg good way adorable skirt eyelet part bottom cutout see cute subtle found fit little snug could build ordered normal size size size fit best beautiful picture couldnt wrong excellent quality gorgeous color love tracy reese skirt disappoint saw originally store fell love waited see would sale put size fit gorgeously fabric bit stiff bulky think thats hold shape first thing went living room began twirling around lb athletic build sizing true tracy reese ill need get skirt hemmed quite long little gem worn beautiful skirt run small wear small able keep skirt careful garment since tight look great though,0.7692307692307693
995,Senior,length perfect cut hemline make chart cute love ghillie type flat booty pair big warm sweater sleek turtleneck watch head turn enter room promise love skirt bought skirt blue motif usual size large comfortable light lined wore navy cotton lace meadow rue top last year gold gladiator sandal long gold retailer necklace soft flowy perfect inbetween season anticipated receiving skirt love longer pencil skirt look beautiful opened tried sent backit well made many negative first thick ordered size lb size good thick add lot extra fluff around waist abdomen also stretchy fit unflattering way finally importantly back front vent vented way skirt gorgeous love dot heavy fabric slight metallic weave also two exposed zipper one either side waist give edgy vibe perfect counter balance circle skirt cuteness however knowing size tracy reese ordered usual retailer size even zip measured size inch waist inch give band elastic heavy would flattering hemline somewhat see make denim skirt really stylish waist run small return size next size still bit snug skirt far beyond normal hohum denim skirt keep hit right slightly knee two tracy reese skirt year back still wear favorably disposed designer style quality slim fitting skirt though ordered two others dont agree previous review skirt run large nicely fitted flattering ride sitting almost amazing wish pocket laid bit flatter also skirt sewnin fabric laundering instruction none skirt classic high quality even better person run true size material slightly thick great fall winter early spring complaint wish pocket love tracy reese design cant wait wear thanksgiving,0.875
996,Young Adult,skirt flattering soft ive worn keep feeling like scandalous slit keep reminding awesome inner skirt gave instead elastic seems roll ever slightly front pleat dont hang flat also little bit stitching outside loose since nothing unravel whole thing worried received yesterday love skirt crazy soft flowy higher slit side let sexy hippielooking appreciate great pair funky pair tights underneath sits nicely body hug curve annoyance bit awkward walk material move around leg get caught bit definitely conscious walk bought gray fit perfectly usually skirt cute really comfy really like material made way seems hug body flattering way side wish came petite still kept looked great hitting right knee high waist love skirt skirt great cute design great color great shape run small short company need provide better fit large size run small skirt figure flattering elastic waist comfortable cut side great look put skirt aunt said look like skirt class shes right skirt feel wonderful look love faux leather slash perfect detail without detracting printed top think great slip zipper daysi even pulled dress bailey hit park dress skirt color website brighter person fyi bought blue really wanted like iti plan check sizing order red well however skirt fall victim recent design trend using pattern structured skirt substituting softer fabric horror elastic waistband ended looking kind cheap sweatshirty result back went eva franco done creating another fabulously flattering unique compliment grabbing skirt run true size easy move wear skirt love made wedding outfit perfect love skirt much comfortable flattering button design along side adorable got liner inside skirt ensures seethrough anyway great buy let start saying skirt beautiful quality stretchy material make comfy ordered large size sometimes jean get waist taken almost every pair jean ever owned tailor call kim lol hoping wouldnt problem skirt waist enormous fit hip thigh booty like dream hoping tailor waist taken didnt small,0.8181818181818182
